text
RT @weeklystandard: .@TedCruz Outperforms @realDonaldTrump in North Dakota https://t.co/e1v9X73N6u https://t.co/DECsUrTrcL
"RT @PatrickSvitek: .@TedCruz makes a stop at the Mars Cheese Castle in a semi-snowy Kenosha, Wisconsin. https://t.co/uIgwUIxSTs"
"RT @FoxBusiness: The latest poll in #Wisconsin shows @tedcruz in the lead, which candidate will win the state? https://t.co/WV2Y21LVKu"
#CruzCrew: Don't miss my special hour-long interview w/ @MegynKelly at 9 pm ET on The #KellyFile on @FoxNews! https://t.co/MufcDu6I99
RT @FredHayek: Here’s a GREAT PREVIEW of Ted Cruz’s town hall with Megyn Kelly https://t.co/GPFG4rgcyS #RightMind #TCOT
"Trump predicts ""big win"" tomorrow. The people of Wisconsin may have something different to say.... #ElectionsMatter https://t.co/Hf6vmGtIQU"
RT @ScottWalker: Good to talk with @megynkelly about why I'm supporting @tedcruz for president. https://t.co/LHOFtzuNZX
RT @dcexaminer: POLL: Ted Cruz expands Wisconsin lead over Donald Trump https://t.co/XrPcIgcEom https://t.co/fvhIBqNGwb
RT @kps2005: READ: @tedcruz CRUSHES in North Dakota – Ted dominates in delegates: https://t.co/Ajh6Y1VJ41 #CruzinToVictory
"RT @resurgent: .@TedCruz Had a Really Tremendous Weekend Headed Toward Wisconsin

By @EWErickson: https://t.co/fWqe0xALxc https://t.co/85Id…"
RT @dcexaminer: Cruz crushes in North Dakota https://t.co/8S0dG14MTS https://t.co/ngHvtmq79P
"TOMORROW: #ChooseCruz in Wisconsin: https://t.co/elr0EH0EBs
https://t.co/tvkAk4Kp5B"
"RT @TexasTribune: .@tedcruz launches final push ahead of Wisconsin primary, by @PatrickSvitek
https://t.co/2G7g9Voldx https://t.co/NmLoEIcN…"
RT @Morning_Joe: .@tedcruz leads in latest Wisconsin polls https://t.co/6Zxzv46rpW
RT @TwitchyTeam: Big delegate win for Ted Cruz in North Dakota today https://t.co/cBflRA0TLJ https://t.co/JvVdxqtqmy
#CruzToVictory in Wisconsin: https://t.co/nRSHXaPUhm https://t.co/lgeUs9fWQa
RT @trscoop: TED CRUZ HUMILIATES TRUMP in North Dakota delegate pickup – team Trump declares victory! https://t.co/NIYPydYG59 https://t.co/…
RT @catblackfrazier: !!!!! Big delegate win for Ted Cruz in North Dakota today https://t.co/CVJixYvhjo via @twitchycom
RT @cjosiedoe1: Ted Cruz Wins Significant Majority of North Dakota Delegates https://t.co/LbW94l8Onm
RT @RedState: Ted Cruz Wins Pennsylvania Conservative Straw Poll https://t.co/p8Ar52Eiso
RT @ScottWalker: Good conversations alongside @TedCruz at @2510_Restaurant in Wausau. https://t.co/xd55eUQSU8
Thrilled to have vote of confidence of GOP voters in ND who delivered a resounding victory: https://t.co/UfxrwW70vi https://t.co/yiWvB3aWmP
"RT @ScottWalker: Great rally with @TedCruz in Green Bay. Also joined by @SenMikeLee, @reidribble &amp; @CarlyFiorina. On to next stop. https://…"
RT @FoxNews: Poll shows @tedcruz leading significantly with women in the GOP #WisconsinPrimary. https://t.co/3tdA3oBBHY
RT @catblackfrazier: #ChooseCruz ! https://t.co/VU6x3scMFN
RT @brucereddenjr: .@tedcruz speaking the truth in Green Bay #WI #CruzToVictory #CruzCrew #Cruz2016 #ChooseCruz https://t.co/tZPWIijE4X
The people of Wisconsin care about bringing jobs back to America and seeing wages rise. https://t.co/Jc46oWTDQF
RT @pgshelbyleduc: Doors about to open at the @tedcruz rally at the KI Convention Center in Green Bay.  #WIPrimary https://t.co/U6ceyfyrsn
"RT @ScottWalker: Tonette, Alex &amp; I enjoyed service with Ted and Heidi Cruz this morning. Thanks to Highland Crest Baptist Church for your h…"
Watch @reidribble announcing his endorsement on @FoxNews yesterday: https://t.co/MI63XDkCaM #CruzCrew  https://t.co/tlICADzWr2
RT @trscoop: Ted Cruz OBLITERATES Trump in Pennsylvania ‘Leadership Conference’ Straw Poll!! https://t.co/CgI0fxTseh https://t.co/e1jp1Ow5KK
"WISCONSIN: #ChooseCruz on Tuesday: https://t.co/elr0EH0EBs
https://t.co/j5Ud5shTDA"
"#CruzCrew: join me and @megynkelly tomorrow in Madison, Wisconsin: https://t.co/16WpSTKFsU"
"It's not just 1, but 2 branches of govt that hang in the balance this election: https://t.co/vir8s6xs0z #ChooseCruz: https://t.co/XKeU2HUmCY"
RT @Croatansound: Ted Cruz Endorsed by Gov. Scott Walker in #Wisconsin: #Neenah #Oshkosh #FondduLac #Manitowoc #TwoRivers #SmallBiz https:/…
"RT @CountingOnCruz: “Cruz is a man of his word. Everything Ted Cruz says he would do, he has done.” -KGB #WIPrimary #ChooseCruz @kgb_94 htt…"
RT @RealBPhil: Clean sweep for Ted Cruz in early stages of Colorado delegate hunt  https://t.co/63nYuGNa8j
RT @jesshop23: A crowd of @tedcruz supporters near Green Bay wait for Cruz. They turn a Packers cheer into a Cruz cheer https://t.co/Hybdn7…
RT @DenverCP: Ted Cruz has now won 6 of Colorado's GOP delegates to national convention....(he swept CD1 and CD6) copolitics kdvr… https://…
"Honored to earn the endorsement of Wisconsin Congressman @reidribble: https://t.co/XFo7fSu50f #CruzCrew #ChooseCruz
https://t.co/mExskKFqu4"
RT @RealBPhil: Wisconsin Congressman Reid Ribble Announces His Endorsement of Ted Cruz https://t.co/q0A6Tquk97
RT @MattBatzel: BREAKING: Ted Cruz wins straw poll at PA Leadership Conference with 65%!  #plc2016 #PAprimary #cruzcrew https://t.co/oIeu0i…
"#ChooseCruz and we'll see a president who will stand with the people of Wisconsin and Americans everywhere!
https://t.co/iXkpv1B2bn"
"The big game on Monday. #CruzCrew HQ. And my hometown of Houston!

Enter before the contest ends at midnight --&gt; https://t.co/KGwK7EBeOL"
RT @RonNehring: I'll be on @CNN at 5:10 PM ET/2:10 PM PT talking about Ted Cruz' momentum going into Wisconsin.
"RT @kathyb12201: WATCH and RT: Governor @ScottWalker: On Tuesday, please join me in supporting @TedCruz: https://t.co/WTh7bl6nFh #ChooseCru…"
"Join @megynkelly and me in Madison, WI, on Monday: https://t.co/16WpSTKFsU https://t.co/8sRGe37xh3"
"TUESDAY: #ChooseCruz in Wisconsin: https://t.co/elr0EH0EBs
https://t.co/90K2IrGLzA"
"RT @SalenaZitoTrib: .@tedcruz is prepared for the long game more so than people realize, my interview: https://t.co/mr0ttyBMzg https://t.co…"
"RT @politico: Cruz: Trump would be ‘trainwreck,’ lose to Clinton by ‘double digits’ https://t.co/2ZPyU12Z72 | AP Photo https://t.co/9Bx15HC…"
Thanks Alex! https://t.co/2app8cYx5v
"RT @MrJoshPerry: Nolte walked into the speech undecided between @JohnKasich and @TedCruz. She left a member of the #CruzCrew:
https://t.co/…"
"RT @FoxNews: .@tedcruz: ""We are going to keep the federal government the heck out of the way &amp; develop our resources.""
https://t.co/NDsGLMy…"
RT @heidiscruz: Meet Anthony-he made over 1300 phone calls yesterday! #CruzToVictory #CruzCrew https://t.co/Avi5gDTtVl
RT @CarlyFiorina: Great to be in Fargo with @TedCruz for the North Dakota GOP Convention! https://t.co/c8LEPzKHZH
RT @ajjaffe: Cruz arrives to a standing O https://t.co/SKYe14zVUX
RT @josie_peterson: Incredible enthusiasm for @tedcruz at the #NDGOP convention #CruzCrew https://t.co/argUsI81Wu
RT @ShaneGoldmacher: Cruz does Fargo https://t.co/uf0Mfyv1Lo
